Year,County,Region,Child Population,% of Children in Total Population,Total Population
2015,Somervell,3-Arlington,1164,13.18,8832
2015,Starr,11-Edinburg,11254,17.85,63044
2015,Stephens,2-Abilene,1227,12.8,9589
2015,Sterling,9-Midland,142,11.84,1199
2015,Stonewall,2-Abilene,181,12.08,1498
2015,Sutton,9-Midland,553,13.1,4221
2015,Swisher,1-Lubbock,1047,13.82,7576
2015,Tarrant,3-Arlington,292006,14.8,1973526
2015,Taylor,2-Abilene,18136,13.38,135587
2015,Terrell,9-Midland,112,10.96,1022
2015,Terry,1-Lubbock,1817,14.16,12834
2015,Throckmorton,2-Abilene,173,11.12,1556
2015,Titus,4-Tyler,5046,15.42,32731
2015,Tom Green,9-Midland,14367,12.37,116140
2015,Travis,7-Austin,143405,12.39,1157447
2015,Trinity,5-Beaumont,1557,10.79,14429
2015,Tyler,5-Beaumont,2274,10.58,21503
2015,Upshur,4-Tyler,5309,13.13,40422
2015,Upton,9-Midland,551,15.12,3645
2015,Uvalde,8-San Antonio,4134,15.29,27040
2015,Val Verde,8-San Antonio,7719,15.87,48649
2015,Van Zandt,4-Tyler,7081,13.11,54009
2015,Victoria,8-San Antonio,12670,13.79,91894
2015,Walker,6-Houston,6683,9.49,70407
2015,Waller,6-Houston,6349,13.57,46782
2015,Ward,9-Midland,1822,15.29,11914
2015,Washington,7-Austin,4308,12.53,34373
2015,Webb,11-Edinburg,46531,17.73,262486
2015,Wharton,6-Houston,6067,14.57,41645
2015,Wheeler,1-Lubbock,766,13.68,5599
2015,Wichita,2-Abilene,16206,12.26,132213
2015,Wilbarger,2-Abilene,1804,13.6,13266
2015,Willacy,11-Edinburg,3103,14,22166
2015,Williamson,7-Austin,75274,15.04,500485
2015,Wilson,8-San Antonio,6804,14.41,47206
2015,Winkler,9-Midland,1232,15.28,8062
2015,Wise,3-Arlington,8452,13.53,62467
2015,Wood,4-Tyler,4913,11.25,43677
2015,Yoakum,1-Lubbock,1447,17.13,8449
2015,Young,2-Abilene,2442,13.15,18571
2015,Zapata,11-Edinburg,2508,17.56,14282
2015,Zavala,8-San Antonio,2024,16.62,12180
2015,All Counties,All Regions,,,27326193
2014,Anderson,4-Tyler,6334,10.84,58428
2014,Andrews,9-Midland,2760,16.02,17229
2014,Angelina,5-Beaumont,13051,14.75,88489
2014,Aransas,11-Edinburg,2587,10.41,24851
2014,Archer,2-Abilene,1162,13.32,8725
2014,Armstrong,1-Lubbock,208,10.79,1928
2014,Atascosa,8-San Antonio,7229,15.25,47394
2014,Austin,6-Houston,3881,13.29,29208
2014,Bailey,1-Lubbock,1218,16.56,7356
2014,Bandera,8-San Antonio,2126,10.24,20763
2014,Bastrop,7-Austin,11460,14.53,78891
2014,Baylor,2-Abilene,435,11.86,3669
2014,Bee,11-Edinburg,3938,11.99,32839
2014,Bell,7-Austin,50180,15.28,328465
2014,Bexar,8-San Antonio,270763,14.56,1860266
2014,Blanco,7-Austin,1285,11.8,10886
2014,Borden,9-Midland,68,10.37,656
2014,Bosque,7-Austin,2217,12.32,17998
2014,Bowie,4-Tyler,11734,12.67,92584
2014,Brazoria,6-Houston,49904,14.8,337303
2014,Brazos,7-Austin,23782,11.54,206096
2014,Brewster,10-El Paso,1100,11.92,9230
2014,Briscoe,1-Lubbock,177,11.06,1600
2014,Brooks,11-Edinburg,1015,14.06,7221
2014,Brown,2-Abilene,5163,13.41,38495
2014,Burleson,7-Austin,2237,12.85,17414
2014,Burnet,7-Austin,5676,12.66,44838
2014,Caldwell,7-Austin,6003,14.85,40432
2014,Calhoun,8-San Antonio,3167,14.4,21996
2014,Callahan,2-Abilene,1706,12.65,13488
2014,Cameron,11-Edinburg,73862,17.74,416308
2014,Camp,4-Tyler,1851,14.51,12758
2014,Carson,1-Lubbock,832,13.89,5989
2014,Cass,4-Tyler,3842,12.6,30489
2014,Castro,1-Lubbock,1233,16.15,7637
2014,Chambers,6-Houston,5805,15.42,37652
2014,Cherokee,4-Tyler,7460,14.5,51438
2014,Childress,1-Lubbock,802,11.36,7062
2014,Clay,2-Abilene,1213,11.71,10361
2014,Cochran,1-Lubbock,498,15.73,3165
2014,Coke,9-Midland,405,12.36,3278
2014,Coleman,2-Abilene,1128,12.92,8730
2014,Collin,3-Arlington,138499,15.75,879201
2014,Collingsworth,1-Lubbock,439,14.19,3093
2014,Colorado,6-Houston,2757,13.12,21009
2014,Comal,8-San Antonio,16053,13.13,122263
2014,Comanche,2-Abilene,1720,12.64,13607
2014,Concho,9-Midland,281,6.86,4095
2014,Cooke,3-Arlington,5312,13.64,38942
2014,Coryell,7-Austin,11050,14.45,76474
2014,Cottle,2-Abilene,207,13.79,1501
2014,Crane,9-Midland,813,16.23,5010
2014,Crockett,9-Midland,518,13.46,3849
2014,Crosby,1-Lubbock,905,14.64,6182
2014,Culberson,10-El Paso,301,12.92,2330
2014,Dallam,1-Lubbock,1119,16.26,6884
2014,Dallas,3-Arlington,371258,14.77,2514350
2014,Dawson,9-Midland,1750,12.78,13697
2014,DeWitt,8-San Antonio,2479,11.98,20693
2014,Deaf Smith,1-Lubbock,3267,17.37,18813
2014,Delta,4-Tyler,625,11.83,5281
2014,Denton,3-Arlington,110550,14.76,748901
2014,Dickens,1-Lubbock,224,9.81,2283
2014,Dimmit,8-San Antonio,1695,15.99,10598
2014,Donley,1-Lubbock,396,11.18,3542
2014,Duval,11-Edinburg,1656,14.01,11819
2014,Eastland,2-Abilene,2398,13,18445
2014,Ector,9-Midland,24446,15.87,154070
2014,Edwards,8-San Antonio,209,10.48,1995
2014,El Paso,10-El Paso,133369,16.03,831949
2014,Ellis,3-Arlington,25271,15.74,160531
2014,Erath,3-Arlington,4700,12.01,39123
2014,Falls,7-Austin,2036,11.74,17347
2014,Fannin,3-Arlington,3986,11.67,34147
2014,Fayette,7-Austin,3089,12.32,25067
2014,Fisher,2-Abilene,454,11.49,3952
2014,Floyd,1-Lubbock,897,14.73,6090
2014,Foard,2-Abilene,141,11.07,1274
2014,Fort Bend,6-Houston,107576,15.89,677179
2014,Franklin,4-Tyler,1416,13.23,10700
2014,Freestone,7-Austin,2541,12.81,19830
2014,Frio,8-San Antonio,2429,13.29,18282
2014,Gaines,9-Midland,3502,18.17,19269
2014,Galveston,6-Houston,43902,13.9,315903
2014,Garza,1-Lubbock,718,10.91,6580
2014,Gillespie,8-San Antonio,2822,11.17,25273
2014,Glasscock,9-Midland,178,13.98,1273
2014,Goliad,8-San Antonio,928,12.51,7420
2014,Gonzales,8-San Antonio,3026,14.78,20473
2014,Gray,1-Lubbock,3007,13.03,23083
2014,Grayson,3-Arlington,16630,13.27,125302
2014,Gregg,4-Tyler,17289,13.99,123613
2014,Grimes,7-Austin,3360,12.21,27526
2014,Guadalupe,8-San Antonio,21670,14.89,145580
2014,Hale,1-Lubbock,5426,15.48,35055
2014,Hall,1-Lubbock,466,14.11,3303
2014,Hamilton,7-Austin,1055,12.6,8370
2014,Hansford,1-Lubbock,923,16.28,5669
2014,Hardeman,2-Abilene,534,13.41,3983
2014,Hardin,5-Beaumont,7856,14.14,55546
2014,Harris,6-Houston,662437,14.92,4439257
2014,Harrison,4-Tyler,9422,14.11,66764
2014,Hartley,1-Lubbock,731,12.14,6020
2014,Haskell,2-Abilene,681,11.44,5952
2014,Hays,7-Austin,25133,13.63,184417
2014,Hemphill,1-Lubbock,658,16.16,4073
2014,Henderson,4-Tyler,9868,12.38,79723
2014,Hidalgo,11-Edinburg,145003,17.84,812661
2014,Hill,7-Austin,4780,13.5,35396
2014,Hockley,1-Lubbock,3504,14.89,23530
2014,Hood,3-Arlington,6187,11.44,54101
2014,Hopkins,4-Tyler,4849,13.49,35958
2014,Houston,5-Beaumont,2500,10.76,23236
2014,Howard,9-Midland,4608,12.38,37225
2014,Hudspeth,10-El Paso,491,14.39,3411
2014,Hunt,3-Arlington,11779,13.17,89458
2014,Hutchinson,1-Lubbock,3052,13.99,21823
2014,Irion,9-Midland,194,12.55,1546
2014,Jack,2-Abilene,1077,12.03,8949
2014,Jackson,8-San Antonio,2061,13.95,14777
2014,Jasper,5-Beaumont,4637,12.98,35727
2014,Jeff Davis,10-El Paso,238,10.76,2212
2014,Jefferson,5-Beaumont,31729,12.46,254671
2014,Jim Hogg,11-Edinburg,810,15.55,5210
2014,Jim Wells,11-Edinburg,6342,15.22,41678
2014,Johnson,3-Arlington,23429,14.72,159112
2014,Jones,2-Abilene,1976,9.9,19955
2014,Karnes,8-San Antonio,1686,11.26,14978
2014,Kaufman,3-Arlington,16905,15.16,111494
2014,Kendall,8-San Antonio,5174,13.68,37826
2014,Kenedy,11-Edinburg,56,12.76,439
2014,Kent,2-Abilene,105,13.26,792
2014,Kerr,8-San Antonio,5764,11.39,50604
2014,Kimble,9-Midland,500,11.14,4487
2014,King,1-Lubbock,41,14.04,292
2014,Kinney,8-San Antonio,395,11.29,3499
2014,Kleberg,11-Edinburg,4065,12.96,31366
2014,Knox,2-Abilene,515,13.6,3786
2014,La Salle,8-San Antonio,835,11.25,7421
2014,Lamar,4-Tyler,6446,12.91,49938
2014,Lamb,1-Lubbock,2018,14.98,13474
2014,Lampasas,7-Austin,2588,12.83,20169
2014,Lavaca,8-San Antonio,2483,12.61,19683
2014,Lee,7-Austin,2496,14.68,17007
2014,Leon,7-Austin,2081,12.15,17123
2014,Liberty,6-Houston,10816,13.64,79318
2014,Limestone,7-Austin,2995,12.76,23463
2014,Lipscomb,1-Lubbock,487,14.22,3425
2014,Live Oak,11-Edinburg,1323,11.32,11688
2014,Llano,7-Austin,1703,8.81,19323
2014,Loving,9-Midland,6,6.98,86
2014,Lubbock,1-Lubbock,39016,13.35,292195
2014,Lynn,1-Lubbock,835,14.55,5737
2014,Madison,7-Austin,1695,12.14,13960
2014,Marion,4-Tyler,1069,10.2,10478
2014,Martin,9-Midland,830,15.85,5237
2014,Mason,9-Midland,473,11.98,3949
2014,Matagorda,6-Houston,5116,13.87,36887
2014,Maverick,8-San Antonio,10074,17.82,56529
2014,McCulloch,9-Midland,1105,13.17,8393
2014,McLennan,7-Austin,35559,14.69,242012
2014,McMullen,11-Edinburg,77,10.43,738
2014,Medina,8-San Antonio,6651,13.92,47769
2014,Menard,9-Midland,218,9.88,2206
2014,Midland,9-Midland,22688,14.75,153832
2014,Milam,7-Austin,3416,13.86,24653
2014,Mills,7-Austin,619,12.69,4879
2014,Mitchell,2-Abilene,1036,10.81,9581
2014,Montague,2-Abilene,2433,12.47,19508
2014,Montgomery,6-Houston,75710,14.74,513529
2014,Moore,1-Lubbock,3582,16.46,21762
2014,Morris,4-Tyler,1587,12.45,12743
2014,Motley,1-Lubbock,144,12.03,1197
2014,Nacogdoches,5-Beaumont,7176,11.28,63644
2014,Navarro,3-Arlington,6834,14.27,47876
2014,Newton,5-Beaumont,1691,11.98,14117
2014,Nolan,2-Abilene,2159,14.08,15334
2014,Nueces,11-Edinburg,50069,14.04,356712
2014,Ochiltree,1-Lubbock,1756,16.53,10626
2014,Oldham,1-Lubbock,489,23.07,2120
2014,Orange,5-Beaumont,11012,13.17,83588
2014,Palo Pinto,3-Arlington,3662,13.08,28006
2014,Panola,4-Tyler,3349,13.86,24155
2014,Parker,3-Arlington,16810,13.56,123954
2014,Parmer,1-Lubbock,1532,15.63,9801
2014,Pecos,9-Midland,2019,12.63,15984
2014,Polk,5-Beaumont,5201,11.14,46700
2014,Potter,1-Lubbock,17358,14.23,121993
2014,Presidio,10-El Paso,1016,14.69,6918
2014,Rains,4-Tyler,1278,11.51,11102
2014,Randall,1-Lubbock,17085,13.49,126686
2014,Reagan,9-Midland,596,16.31,3655
2014,Real,8-San Antonio,352,10.49,3357
2014,Red River,4-Tyler,1453,11.36,12789
2014,Reeves,9-Midland,1758,12.14,14483
2014,Refugio,11-Edinburg,993,13.32,7454
2014,Roberts,1-Lubbock,124,13.11,946
2014,Robertson,7-Austin,2130,12.75,16704
2014,Rockwall,3-Arlington,14309,16.38,87381
2014,Runnels,2-Abilene,1443,13.52,10674
2014,Rusk,4-Tyler,6484,12.21,53097
2014,Sabine,5-Beaumont,1089,10.41,10462
2014,San Augustine,5-Beaumont,932,10.76,8660
2014,San Jacinto,5-Beaumont,3527,12.9,27337
2014,San Patricio,11-Edinburg,10080,15,67203
2014,San Saba,7-Austin,662,11.1,5965
2014,Schleicher,9-Midland,500,15.13,3305
2014,Scurry,2-Abilene,2350,13.47,17441
2014,Shackelford,2-Abilene,427,12.72,3356
2014,Shelby,5-Beaumont,3671,14.37,25542
2014,Sherman,1-Lubbock,476,15.37,3096
2014,Smith,4-Tyler,30818,14,220076
2014,Somervell,3-Arlington,1216,13.91,8744
2014,Starr,11-Edinburg,11336,18.09,62651
2014,Stephens,2-Abilene,1236,12.9,9583
2014,Sterling,9-Midland,150,12.62,1189
2014,Stonewall,2-Abilene,179,11.98,1494
2014,Sutton,9-Midland,570,13.61,4187
2014,Swisher,1-Lubbock,1039,13.65,7613
2014,Tarrant,3-Arlington,287699,14.83,1940281
2014,Taylor,2-Abilene,17794,13.2,134797
2014,Terrell,9-Midland,112,11.1,1009
2014,Terry,1-Lubbock,1810,14.15,12790
2014,Throckmorton,2-Abilene,175,11.14,1571
2014,Titus,4-Tyler,5117,15.67,32663
2014,Tom Green,9-Midland,14137,12.31,114841
2014,Travis,7-Austin,140263,12.41,1130447
2014,Trinity,5-Beaumont,1583,10.95,14459
2014,Tyler,5-Beaumont,2275,10.56,21547
2014,Upshur,4-Tyler,5316,13.22,40201
2014,Upton,9-Midland,545,15.21,3583
2014,Uvalde,8-San Antonio,4117,15.32,26870
2014,Val Verde,8-San Antonio,7718,15.84,48718
2014,Van Zandt,4-Tyler,7106,13.23,53704
2014,Victoria,8-San Antonio,12570,13.84,90819
2014,Walker,6-Houston,6516,9.33,69862
2014,Waller,6-Houston,6197,13.47,46013
2014,Ward,9-Midland,1773,15.25,11630
2014,Washington,7-Austin,4242,12.4,34207
2014,Webb,11-Edinburg,46478,17.88,259968
2014,Wharton,6-Houston,6042,14.53,41583
2014,Wheeler,1-Lubbock,752,13.52,5562
2014,Wichita,2-Abilene,16410,12.43,132009
2014,Wilbarger,2-Abilene,1833,13.78,13301
2014,Willacy,11-Edinburg,3129,14.12,22154
2014,Williamson,7-Austin,73308,15.14,484096
2014,Wilson,8-San Antonio,6756,14.58,46322
2014,Winkler,9-Midland,1231,15.69,7844
2014,Wise,3-Arlington,8489,13.74,61785
2014,Wood,4-Tyler,4935,11.39,43328
2014,Yoakum,1-Lubbock,1409,16.94,8318
2014,Young,2-Abilene,2447,13.18,18561
2014,Zapata,11-Edinburg,2487,17.46,14240
2014,Zavala,8-San Antonio,1973,16.35,12065
2014,All Counties,All Regions,,,26876429
